transformer_id,secondary_winding,from_bus,from_phases,to_bus,to_phases,from_connection,to_connection,voltage_ratio,tap_pu,enabled
t5323282b,2,l2897791,b,x2897791b,b,wye,wye,0.01666667,1,1
t226109079a,1,l2726983,a,x2726983a,a,wye,wye,0.01666667,1,1
t226109079a,2,l2726983,a,x2726983a,b,wye,wye,0.01666667,1,1
t5207287b,1,l2711234,b,x2711234b,a,wye,wye,0.01666667,1,1
t5207287b,2,l2711234,b,x2711234b,b,wye,wye,0.01666667,1,1
t5302510c,1,l3178980,c,x3178980c,a,wye,wye,0.01666667,1,1
t5302510c,2,l3178980,c,x3178980c,b,wye,wye,0.01666667,1,1
t2224387053a,1,l3728039,a,x3728039a,a,wye,wye,0.01666667,1,1
t2224387053a,2,l3728039,a,x3728039a,b,wye,wye,0.01666667,1,1
t5260631a,1,l2786266,a,x2786266a,a,wye,wye,0.01666667,1,1
t5260631a,2,l2786266,a,x2786266a,b,wye,wye,0.01666667,1,1
t5355618b,1,l2954338,b,x2954338b,a,wye,wye,0.01666667,1,1
t5355618b,2,l2954338,b,x2954338b,b,wye,wye,0.01666667,1,1
t5260575b,1,l3254869,b,x3254869b,a,wye,wye,0.01666667,1,1
t5260575b,2,l3254869,b,x3254869b,b,wye,wye,0.01666667,1,1
t5350993c,1,l3198356,c,x3198356c,a,wye,wye,0.01666667,1,1
t5350993c,2,l3198356,c,x3198356c,b,wye,wye,0.01666667,1,1
t5260481c,1,l2730163,c,x2730163c,a,wye,wye,0.01666667,1,1
t5260481c,2,l2730163,c,x2730163c,b,wye,wye,0.01666667,1,1
t5260641b,1,l3048965,b,x3048965b,a,wye,wye,0.01666667,1,1
t5260641b,2,l3048965,b,x3048965b,b,wye,wye,0.01666667,1,1
t5337650a,1,l3010561,a,x3010561a,a,wye,wye,0.01666667,1,1
t5337650a,2,l3010561,a,x3010561a,b,wye,wye,0.01666667,1,1
t5355780b,1,l3160102,b,x3160102b,a,wye,wye,0.01666667,1,1
t5355780b,2,l3160102,b,x3160102b,b,wye,wye,0.01666667,1,1
t5275002c,1,l3066806,c,x3066806c,a,wye,wye,0.01666667,1,1
t5275002c,2,l3066806,c,x3066806c,b,wye,wye,0.01666667,1,1
t21452406b,1,l3216361,b,x3216361b,a,wye,wye,0.01666667,1,1
t21452406b,2,l3216361,b,x3216361b,b,wye,wye,0.01666667,1,1
t21399326c,1,l2879092,c,x2879092c,a,wye,wye,0.01666667,1,1
t21399326c,2,l2879092,c,x2879092c,b,wye,wye,0.01666667,1,1
t5338964c,1,l3104117,c,x3104117c,a,wye,wye,0.01666667,1,1
t5338964c,2,l3104117,c,x3104117c,b,wye,wye,0.01666667,1,1
t28119958b,1,l2935568,b,x2935568b,a,wye,wye,0.01666667,1,1
t28119958b,2,l2935568,b,x2935568b,b,wye,wye,0.01666667,1,1
t21381118b,1,l2710530,b,x2710530b,a,wye,wye,0.01666667,1,1
t21381118b,2,l2710530,b,x2710530b,b,wye,wye,0.01666667,1,1
t5337673a,1,l2841618,a,x2841618a,a,wye,wye,0.01666667,1,1
t5337673a,2,l2841618,a,x2841618a,b,wye,wye,0.01666667,1,1
t2224387138a,1,l3728043,a,x3728043a,a,wye,wye,0.01666667,1,1
t2224387138a,2,l3728043,a,x3728043a,b,wye,wye,0.01666667,1,1
t5323243b,1,l2897765,b,x2897765b,a,wye,wye,0.01666667,1,1
t5323243b,2,l2897765,b,x2897765b,b,wye,wye,0.01666667,1,1
t5138564a,1,l2804283,a,x2804283a,a,wye,wye,0.01666667,1,1
t5138564a,2,l2804283,a,x2804283a,b,wye,wye,0.01666667,1,1
t223400157c,1,l3150961,c,x3150961c,a,wye,wye,0.01666667,1,1
t223400157c,2,l3150961,c,x3150961c,b,wye,wye,0.01666667,1,1
t227989724b,1,l2859391,b,x2859391b,a,wye,wye,0.01666667,1,1
t227989724b,2,l2859391,b,x2859391b,b,wye,wye,0.01666667,1,1
t5355592b,1,l3254206,b,x3254206b,a,wye,wye,0.01666667,1,1
t5355592b,2,l3254206,b,x3254206b,b,wye,wye,0.01666667,1,1
t5138565a,1,l3104122,a,x3104122a,a,wye,wye,0.01666667,1,1
t5138565a,2,l3104122,a,x3104122a,b,wye,wye,0.01666667,1,1
t5138720a,1,l3254218,a,x3254218a,a,wye,wye,0.01666667,1,1
t5138720a,2,l3254218,a,x3254218a,b,wye,wye,0.01666667,1,1
t5338913b,1,l2804255,b,x2804255b,a,wye,wye,0.01666667,1,1
t5338913b,2,l2804255,b,x2804255b,b,wye,wye,0.01666667,1,1
t21470326a,1,l2766748,a,x2766748a,a,wye,wye,0.01666667,1,1
t21470326a,2,l2766748,a,x2766748a,b,wye,wye,0.01666667,1,1
t5355600b,1,l2691938,b,x2691938b,a,wye,wye,0.01666667,1,1
t5355600b,2,l2691938,b,x2691938b,b,wye,wye,0.01666667,1,1
t226308728a,1,l3027671,a,x3027671a,a,wye,wye,0.01666667,1,1
t226308728a,2,l3027671,a,x3027671a,b,wye,wye,0.01666667,1,1
t5323265b,1,l2860501,b,x2860501b,a,wye,wye,0.01666667,1,1
t5323265b,2,l2860501,b,x2860501b,b,wye,wye,0.01666667,1,1
t5391750b,1,l2897764,b,x2897764b,a,wye,wye,0.01666667,1,1
t5391750b,2,l2897764,b,x2897764b,b,wye,wye,0.01666667,1,1
t5260494b,1,l3068944,b,x3068944b,a,wye,wye,0.01666667,1,1
t5260494b,2,l3068944,b,x3068944b,b,wye,wye,0.01666667,1,1
t5138770a,1,l2897781,a,x2897781a,a,wye,wye,0.01666667,1,1
t5138770a,2,l2897781,a,x2897781a,b,wye,wye,0.01666667,1,1
t5302637a,1,l2748132,a,x2748132a,a,wye,wye,0.01666667,1,1
t5302637a,2,l2748132,a,x2748132a,b,wye,wye,0.01666667,1,1
t5302367b,1,l2766727,b,x2766727b,a,wye,wye,0.01666667,1,1
t5302367b,2,l2766727,b,x2766727b,b,wye,wye,0.01666667,1,1
t5391739b,1,l2954339,b,x2954339b,a,wye,wye,0.01666667,1,1
t5391739b,2,l2954339,b,x2954339b,b,wye,wye,0.01666667,1,1
t28120855a,1,l2673316,a,x2673316a,a,wye,wye,0.01666667,1,1
t28120855a,2,l2673316,a,x2673316a,b,wye,wye,0.01666667,1,1
t2224237713a,1,l3649304,a,x3649304a,a,wye,wye,0.01666667,1,1
t2224237713a,2,l3649304,a,x3649304a,b,wye,wye,0.01666667,1,1
t5323241b,1,l2710508,b,x2710508b,a,wye,wye,0.01666667,1,1
t5323241b,2,l2710508,b,x2710508b,b,wye,wye,0.01666667,1,1
t5138679a,1,l2710520,a,x2710520a,a,wye,wye,0.01666667,1,1
t5138679a,2,l2710520,a,x2710520a,b,wye,wye,0.01666667,1,1
t5302813c,1,l3010567,c,x3010567c,a,wye,wye,0.01666667,1,1
t5302813c,2,l3010567,c,x3010567c,b,wye,wye,0.01666667,1,1
t226193745b,1,l2876798,b,x2876798b,a,wye,wye,0.01666667,1,1
t226193745b,2,l2876798,b,x2876798b,b,wye,wye,0.01666667,1,1
t228314460c,1,l3253570,c,x3253570c,a,wye,wye,0.01666667,1,1
t228314460c,2,l3253570,c,x3253570c,b,wye,wye,0.01666667,1,1
t5391977a,1,l3216350,a,x3216350a,a,wye,wye,0.01666667,1,1
t5391977a,2,l3216350,a,x3216350a,b,wye,wye,0.01666667,1,1
t5321854b,1,l2804257,b,x2804257b,a,wye,wye,0.01666667,1,1
t5321854b,2,l2804257,b,x2804257b,b,wye,wye,0.01666667,1,1
t5356789c,1,l3048937,c,x3048937c,a,wye,wye,0.01666667,1,1
t5356789c,2,l3048937,c,x3048937c,b,wye,wye,0.01666667,1,1
t5338973a,1,l2748157,a,x2748157a,a,wye,wye,0.01666667,1,1
t5338973a,2,l2748157,a,x2748157a,b,wye,wye,0.01666667,1,1
t226193838c,1,l3008237,c,x3008237c,a,wye,wye,0.01666667,1,1
t226193838c,2,l3008237,c,x3008237c,b,wye,wye,0.01666667,1,1
t5293652a,1,l3235258,a,x3235258a,a,wye,wye,0.01666667,1,1
t5293652a,2,l3235258,a,x3235258a,b,wye,wye,0.01666667,1,1
t5293652b,1,l3235258,b,x3235258b,a,wye,wye,0.01666667,1,1
t5293652b,2,l3235258,b,x3235258b,b,wye,wye,0.01666667,1,1
t5293652c,1,l3235258,c,x3235258c,a,wye,wye,0.01666667,1,1
t5293652c,2,l3235258,c,x3235258c,b,wye,wye,0.01666667,1,1
t5338978c,1,l2766738,c,x2766738c,a,wye,wye,0.01666667,1,1
t5338978c,2,l2766738,c,x2766738c,b,wye,wye,0.01666667,1,1
t5337703b,1,l2691948,b,x2691948b,a,wye,wye,0.01666667,1,1
t5337703b,2,l2691948,b,x2691948b,b,wye,wye,0.01666667,1,1
t21393570c,1,l2674052,c,x2674052c,a,wye,wye,0.01666667,1,1
t21393570c,2,l2674052,c,x2674052c,b,wye,wye,0.01666667,1,1
t0107693b,1,l3160868,b,x3160868b,a,wye,wye,0.01666667,1,1
t0107693b,2,l3160868,b,x3160868b,b,wye,wye,0.01666667,1,1
t28128464c,1,l3048889,c,x3048889c,a,wye,wye,0.01666667,1,1
t28128464c,2,l3048889,c,x3048889c,b,wye,wye,0.01666667,1,1
t5260572c,1,l3236004,c,x3236004c,a,wye,wye,0.01666667,1,1
t5260572c,2,l3236004,c,x3236004c,b,wye,wye,0.01666667,1,1
t5293519b,1,l3235255,b,x3235255b,a,wye,wye,0.01666667,1,1
t5293519b,2,l3235255,b,x3235255b,b,wye,wye,0.01666667,1,1
t21386157a,1,l3067447,a,x3067447a,a,wye,wye,0.01666667,1,1
t21386157a,2,l3067447,a,x3067447a,b,wye,wye,0.01666667,1,1
t226163575b,1,l2989432,b,x2989432b,a,wye,wye,0.01666667,1,1
t226163575b,2,l2989432,b,x2989432b,b,wye,wye,0.01666667,1,1
t5302514a,1,l2973164,a,x2973164a,a,wye,wye,0.01666667,1,1
t5302514a,2,l2973164,a,x2973164a,b,wye,wye,0.01666667,1,1
t5138343c,1,l3010565,c,x3010565c,a,wye,wye,0.01666667,1,1
t5138343c,2,l3010565,c,x3010565c,b,wye,wye,0.01666667,1,1
t226192762b,1,l2689678,b,x2689678b,a,wye,wye,0.01666667,1,1
t226192762b,2,l2689678,b,x2689678b,b,wye,wye,0.01666667,1,1
t5157717b,1,l2748840,b,x2748840b,a,wye,wye,0.01666667,1,1
t5157717b,2,l2748840,b,x2748840b,b,wye,wye,0.01666667,1,1
t5260602b,1,l2989566,b,x2989566b,a,wye,wye,0.01666667,1,1
t5260602b,2,l2989566,b,x2989566b,b,wye,wye,0.01666667,1,1
t5138416c,1,l3141388,c,x3141388c,a,wye,wye,0.01666667,1,1
t5138416c,2,l3141388,c,x3141388c,b,wye,wye,0.01666667,1,1
t21397771a,1,l2673317,a,x2673317a,a,wye,wye,0.01666667,1,1
t21397771a,2,l2673317,a,x2673317a,b,wye,wye,0.01666667,1,1
t21399171c,1,l2822870,c,x2822870c,a,wye,wye,0.01666667,1,1
t21399171c,2,l2822870,c,x2822870c,b,wye,wye,0.01666667,1,1
t226191779c,1,l2745799,c,x2745799c,a,wye,wye,0.01666667,1,1
t226191779c,2,l2745799,c,x2745799c,b,wye,wye,0.01666667,1,1
t5207291c,1,l2786274,c,x2786274c,a,wye,wye,0.01666667,1,1
t5207291c,2,l2786274,c,x2786274c,b,wye,wye,0.01666667,1,1
t5302679a,1,l2897772,a,x2897772a,a,wye,wye,0.01666667,1,1
t5302679a,2,l2897772,a,x2897772a,b,wye,wye,0.01666667,1,1
t5441854c,1,l2935566,c,x2935566c,a,wye,wye,0.01666667,1,1
t5441854c,2,l2935566,c,x2935566c,b,wye,wye,0.01666667,1,1
t228532641a,1,l3091052,a,x3091052a,a,wye,wye,0.01666667,1,1
t228532641a,2,l3091052,a,x3091052a,b,wye,wye,0.01666667,1,1
t5138776c,1,l3010566,c,x3010566c,a,wye,wye,0.01666667,1,1
t5138776c,2,l3010566,c,x3010566c,b,wye,wye,0.01666667,1,1
t5302410a,1,l3104131,a,x3104131a,a,wye,wye,0.01666667,1,1
t5302410a,2,l3104131,a,x3104131a,b,wye,wye,0.01666667,1,1
t5356010a,1,l3216336,a,x3216336a,a,wye,wye,0.01666667,1,1
t5356010a,2,l3216336,a,x3216336a,b,wye,wye,0.01666667,1,1
t226192994a,1,l2858166,a,x2858166a,a,wye,wye,0.01666667,1,1
t226192994a,2,l2858166,a,x2858166a,b,wye,wye,0.01666667,1,1
t5337629c,1,l2748128,c,x2748128c,a,wye,wye,0.01666667,1,1
t5337629c,2,l2748128,c,x2748128c,b,wye,wye,0.01666667,1,1
t5338967c,1,l2673318,c,x2673318c,a,wye,wye,0.01666667,1,1
t5338967c,2,l2673318,c,x2673318c,b,wye,wye,0.01666667,1,1
t21397304a,1,l2973169,a,x2973169a,a,wye,wye,0.01666667,1,1
t21397304a,2,l2973169,a,x2973169a,b,wye,wye,0.01666667,1,1
t5310570a,1,l3160106,a,x3160106a,a,wye,wye,0.01666667,1,1
t5310570a,2,l3160106,a,x3160106a,b,wye,wye,0.01666667,1,1
t5260637c,1,l2842384,c,x2842384c,a,wye,wye,0.01666667,1,1
t5260637c,2,l2842384,c,x2842384c,b,wye,wye,0.01666667,1,1
t5260577c,1,l2767341,c,x2767341c,a,wye,wye,0.01666667,1,1
t5260577c,2,l2767341,c,x2767341c,b,wye,wye,0.01666667,1,1
t5293658c,1,l3189188,c,x3189188c,a,wye,wye,0.01666667,1,1
t5293658c,2,l3189188,c,x3189188c,b,wye,wye,0.01666667,1,1
t21482279a,1,l2710544,a,x2710544a,a,wye,wye,0.01666667,1,1
t21482279a,2,l2710544,a,x2710544a,b,wye,wye,0.01666667,1,1
t21015706a,1,l3160123,a,x3160123a,a,wye,wye,0.01666667,1,1
t21015706a,2,l3160123,a,x3160123a,b,wye,wye,0.01666667,1,1
t5355607b,1,l2991927,b,x2991927b,a,wye,wye,0.01666667,1,1
t5355607b,2,l2991927,b,x2991927b,b,wye,wye,0.01666667,1,1
t21483138a,1,l3122847,a,x3122847a,a,wye,wye,0.01666667,1,1
t21483138a,2,l3122847,a,x3122847a,b,wye,wye,0.01666667,1,1
t226192492b,1,l3008232,b,x3008232b,a,wye,wye,0.01666667,1,1
t226192492b,2,l3008232,b,x3008232b,b,wye,wye,0.01666667,1,1
t5260591b,1,l3179607,b,x3179607b,a,wye,wye,0.01666667,1,1
t5260591b,2,l3179607,b,x3179607b,b,wye,wye,0.01666667,1,1
t5293486c,1,l2673346,c,x2673346c,a,wye,wye,0.01666667,1,1
t5293486c,2,l2673346,c,x2673346c,b,wye,wye,0.01666667,1,1
t5337690b,1,l3104127,b,x3104127b,a,wye,wye,0.01666667,1,1
t5337690b,2,l3104127,b,x3104127b,b,wye,wye,0.01666667,1,1
t5356805a,1,l3195321,a,x3195321a,a,wye,wye,0.01666667,1,1
t5356805a,2,l3195321,a,x3195321a,b,wye,wye,0.01666667,1,1
t5338963c,1,l2673303,c,x2673303c,a,wye,wye,0.01666667,1,1
t5338963c,2,l2673303,c,x2673303c,b,wye,wye,0.01666667,1,1
t5294789a,1,l2895461,a,x2895461a,a,wye,wye,0.01666667,1,1
t5294789a,2,l2895461,a,x2895461a,b,wye,wye,0.01666667,1,1
t226192684a,1,l3027116,a,x3027116a,a,wye,wye,0.01666667,1,1
t226192684a,2,l3027116,a,x3027116a,b,wye,wye,0.01666667,1,1
t21475841a,1,l2992657,a,x2992657a,a,wye,wye,0.01666667,1,1
t21475841a,2,l2992657,a,x2992657a,b,wye,wye,0.01666667,1,1
t5337642c,1,l3104154,c,x3104154c,a,wye,wye,0.01666667,1,1
t5337642c,2,l3104154,c,x3104154c,b,wye,wye,0.01666667,1,1
t21451973b,1,l3010580,b,x3010580b,a,wye,wye,0.01666667,1,1
t21451973b,2,l3010580,b,x3010580b,b,wye,wye,0.01666667,1,1
t2224386863a,1,l3727710,a,x3727710a,a,wye,wye,0.01666667,1,1
t2224386863a,2,l3727710,a,x3727710a,b,wye,wye,0.01666667,1,1
t5351021c,1,l2692664,c,x2692664c,a,wye,wye,0.01666667,1,1
t5351021c,2,l2692664,c,x2692664c,b,wye,wye,0.01666667,1,1
t21384099a,1,l3215385,a,x3215385a,a,wye,wye,0.01666667,1,1
t21384099a,2,l3215385,a,x3215385a,b,wye,wye,0.01666667,1,1
t21384099b,1,l3215385,b,x3215385b,a,wye,wye,0.01666667,1,1
t21384099b,2,l3215385,b,x3215385b,b,wye,wye,0.01666667,1,1
t21384099c,1,l3215385,c,x3215385c,a,wye,wye,0.01666667,1,1
t21384099c,2,l3215385,c,x3215385c,b,wye,wye,0.01666667,1,1
t21397645a,1,l2860493,a,x2860493a,a,wye,wye,0.01666667,1,1
t21397645a,2,l2860493,a,x2860493a,b,wye,wye,0.01666667,1,1
t227896008c,1,l3177881,c,x3177881c,a,wye,wye,0.01666667,1,1
t227896008c,2,l3177881,c,x3177881c,b,wye,wye,0.01666667,1,1
t2224386842a,1,l3727709,a,x3727709a,a,wye,wye,0.01666667,1,1
t2224386842a,2,l3727709,a,x3727709a,b,wye,wye,0.01666667,1,1
t5138752b,1,l2785528,b,x2785528b,a,wye,wye,0.01666667,1,1
t5138752b,2,l2785528,b,x2785528b,b,wye,wye,0.01666667,1,1
t5339012b,1,l2973171,b,x2973171b,a,wye,wye,0.01666667,1,1
t5339012b,2,l2973171,b,x2973171b,b,wye,wye,0.01666667,1,1
t5138412c,1,l2785523,c,x2785523c,a,wye,wye,0.01666667,1,1
t5138412c,2,l2785523,c,x2785523c,b,wye,wye,0.01666667,1,1
t2224237546a,1,l3649300,a,x3649300a,a,wye,wye,0.01666667,1,1
t2224237546a,2,l3649300,a,x3649300a,b,wye,wye,0.01666667,1,1
t5302861c,1,l2748133,c,x2748133c,a,wye,wye,0.01666667,1,1
t5302861c,2,l2748133,c,x2748133c,b,wye,wye,0.01666667,1,1
t21399630a,1,l3233353,a,x3233353a,a,wye,wye,0.01666667,1,1
t21399630a,2,l3233353,a,x3233353a,b,wye,wye,0.01666667,1,1
t5337705b,1,l2785547,b,x2785547b,a,wye,wye,0.01666667,1,1
t5337705b,2,l2785547,b,x2785547b,b,wye,wye,0.01666667,1,1
t5323277b,1,l2897800,b,x2897800b,a,wye,wye,0.01666667,1,1
t5323277b,2,l2897800,b,x2897800b,b,wye,wye,0.01666667,1,1
t5337652b,1,l2991939,b,x2991939b,a,wye,wye,0.01666667,1,1
t5337652b,2,l2991939,b,x2991939b,b,wye,wye,0.01666667,1,1
t225571845b,1,l2948732,b,x2948732b,a,wye,wye,0.01666667,1,1
t225571845b,2,l2948732,b,x2948732b,b,wye,wye,0.01666667,1,1
t5247162b,1,l0247162,b,x0247162b,a,wye,wye,0.01666667,1,1
t5247162b,2,l0247162,b,x0247162b,b,wye,wye,0.01666667,1,1
t5247126b,1,l2879065,b,x2879065b,a,wye,wye,0.01666667,1,1
t5247126b,2,l2879065,b,x2879065b,b,wye,wye,0.01666667,1,1
t5138561a,1,l3104121,a,x3104121a,a,wye,wye,0.01666667,1,1
t5138561a,2,l3104121,a,x3104121a,b,wye,wye,0.01666667,1,1
t5293425a,1,l2763153,a,x2763153a,a,wye,wye,0.01666667,1,1
t5293425a,2,l2763153,a,x2763153a,b,wye,wye,0.01666667,1,1
t5294786c,1,l2766724,c,x2766724c,a,wye,wye,0.01666667,1,1
t5294786c,2,l2766724,c,x2766724c,b,wye,wye,0.01666667,1,1
t5260491c,1,l2805031,c,x2805031c,a,wye,wye,0.01666667,1,1
t5260491c,2,l2805031,c,x2805031c,b,wye,wye,0.01666667,1,1
t5275248b,1,l2805036,b,x2805036b,a,wye,wye,0.01666667,1,1
t5275248b,2,l2805036,b,x2805036b,b,wye,wye,0.01666667,1,1
t5339044c,1,l3197625,c,x3197625c,a,wye,wye,0.01666667,1,1
t5339044c,2,l3197625,c,x3197625c,b,wye,wye,0.01666667,1,1
t5356810c,1,l3142049,c,x3142049c,a,wye,wye,0.01666667,1,1
t5356810c,2,l3142049,c,x3142049c,b,wye,wye,0.01666667,1,1
t2223703238c,1,l3342743,c,x3342743c,a,wye,wye,0.01666667,1,1
t2223703238c,2,l3342743,c,x3342743c,b,wye,wye,0.01666667,1,1
t28044328c,1,l2785524,c,x2785524c,a,wye,wye,0.01666667,1,1
t28044328c,2,l2785524,c,x2785524c,b,wye,wye,0.01666667,1,1
t5293665c,1,l2973166,c,x2973166c,a,wye,wye,0.01666667,1,1
t5293665c,2,l2973166,c,x2973166c,b,wye,wye,0.01666667,1,1
t225533675b,1,l3225319,b,x3225319b,a,wye,wye,0.01666667,1,1
t225533675b,2,l3225319,b,x3225319b,b,wye,wye,0.01666667,1,1
t226191850a,1,l3270814,a,x3270814a,a,wye,wye,0.01666667,1,1
t226191850a,2,l3270814,a,x3270814a,b,wye,wye,0.01666667,1,1
t5338899c,1,l3122814,c,x3122814c,a,wye,wye,0.01666667,1,1
t5338899c,2,l3122814,c,x3122814c,b,wye,wye,0.01666667,1,1
t5337628c,1,l2897770,c,x2897770c,a,wye,wye,0.01666667,1,1
t5337628c,2,l2897770,c,x2897770c,b,wye,wye,0.01666667,1,1
t5355767b,1,l3197634,b,x3197634b,a,wye,wye,0.01666667,1,1
t5355767b,2,l3197634,b,x3197634b,b,wye,wye,0.01666667,1,1
t0107636a,1,l3030204,a,x3030204a,a,wye,wye,0.01666667,1,1
t0107636a,2,l3030204,a,x3030204a,b,wye,wye,0.01666667,1,1
t226308729b,1,l3102286,b,x3102286b,a,wye,wye,0.01666667,1,1
t226308729b,2,l3102286,b,x3102286b,b,wye,wye,0.01666667,1,1
t226195333c,1,l2801909,c,x2801909c,a,wye,wye,0.01666667,1,1
t226195333c,2,l2801909,c,x2801909c,b,wye,wye,0.01666667,1,1
t5337669a,1,l3122811,a,x3122811a,a,wye,wye,0.01666667,1,1
t5337669a,2,l3122811,a,x3122811a,b,wye,wye,0.01666667,1,1
t5338942a,1,l2822869,a,x2822869a,a,wye,wye,0.01666667,1,1
t5338942a,2,l2822869,a,x2822869a,b,wye,wye,0.01666667,1,1
t21474556a,1,l3086098,a,x3086098a,a,wye,wye,0.01666667,1,1
t21474556a,2,l3086098,a,x3086098a,b,wye,wye,0.01666667,1,1
t225897846a,1,l3120504,a,x3120504a,a,wye,wye,0.01666667,1,1
t225897846a,2,l3120504,a,x3120504a,b,wye,wye,0.01666667,1,1
t2224386889a,1,l3727712,a,x3727712a,a,wye,wye,0.01666667,1,1
t2224386889a,2,l3727712,a,x3727712a,b,wye,wye,0.01666667,1,1
t5294842a,1,l3101789,a,x3101789a,a,wye,wye,0.01666667,1,1
t5294842a,2,l3101789,a,x3101789a,b,wye,wye,0.01666667,1,1
t5138647c,1,l3254210,c,x3254210c,a,wye,wye,0.01666667,1,1
t5138647c,2,l3254210,c,x3254210c,b,wye,wye,0.01666667,1,1
t5260464a,1,l2730187,a,x2730187a,a,wye,wye,0.01666667,1,1
t5260464a,2,l2730187,a,x2730187a,b,wye,wye,0.01666667,1,1
t5337648b,1,l3216367,b,x3216367b,a,wye,wye,0.01666667,1,1
t5337648b,2,l3216367,b,x3216367b,b,wye,wye,0.01666667,1,1
t5275000c,1,l2710509,c,x2710509c,a,wye,wye,0.01666667,1,1
t5275000c,2,l2710509,c,x2710509c,b,wye,wye,0.01666667,1,1
t5337674a,1,l3066805,a,x3066805a,a,wye,wye,0.01666667,1,1
t5337674a,2,l3066805,a,x3066805a,b,wye,wye,0.01666667,1,1
t5338932c,1,l3197661,c,x3197661c,a,wye,wye,0.01666667,1,1
t5338932c,2,l3197661,c,x3197661c,b,wye,wye,0.01666667,1,1
t5356793c,1,l3179608,c,x3179608c,a,wye,wye,0.01666667,1,1
t5356793c,2,l3179608,c,x3179608c,b,wye,wye,0.01666667,1,1
t228549643a,1,l2916234,a,x2916234a,a,wye,wye,0.01666667,1,1
t228549643a,2,l2916234,a,x2916234a,b,wye,wye,0.01666667,1,1
t5302471a,1,l3085402,a,x3085402a,a,wye,wye,0.01666667,1,1
t5302471a,2,l3085402,a,x3085402a,b,wye,wye,0.01666667,1,1
t225897943c,1,l2875754,c,x2875754c,a,wye,wye,0.01666667,1,1
t225897943c,2,l2875754,c,x2875754c,b,wye,wye,0.01666667,1,1
t5355590b,1,l2860478,b,x2860478b,a,wye,wye,0.01666667,1,1
t5355590b,2,l2860478,b,x2860478b,b,wye,wye,0.01666667,1,1
t5247164b,1,l2766732,b,x2766732b,a,wye,wye,0.01666667,1,1
t5247164b,2,l2766732,b,x2766732b,b,wye,wye,0.01666667,1,1
t5207288b,1,l3198355,b,x3198355b,a,wye,wye,0.01666667,1,1
t5207288b,2,l3198355,b,x3198355b,b,wye,wye,0.01666667,1,1
t227895952a,1,l3065665,a,x3065665a,a,wye,wye,0.01666667,1,1
t227895952a,2,l3065665,a,x3065665a,b,wye,wye,0.01666667,1,1
t21148701b,1,l2897771,b,x2897771b,a,wye,wye,0.01666667,1,1
t21148701b,2,l2897771,b,x2897771b,b,wye,wye,0.01666667,1,1
t5138294b,1,l2785516,b,x2785516b,a,wye,wye,0.01666667,1,1
t5138294b,2,l2785516,b,x2785516b,b,wye,wye,0.01666667,1,1
t22112168866c,1,l2729206,c,x2729206c,a,wye,wye,0.01666667,1,1
t22112168866c,2,l2729206,c,x2729206c,b,wye,wye,0.01666667,1,1
t226192185a,1,l3195310,a,x3195310a,a,wye,wye,0.01666667,1,1
t226192185a,2,l3195310,a,x3195310a,b,wye,wye,0.01666667,1,1
t21458756c,1,l3232301,c,x3232301c,a,wye,wye,0.01666667,1,1
t21458756c,2,l3232301,c,x3232301c,b,wye,wye,0.01666667,1,1
t5260624c,1,l3048946,c,x3048946c,a,wye,wye,0.01666667,1,1
t5260624c,2,l3048946,c,x3048946c,b,wye,wye,0.01666667,1,1
t5251867c,1,l2861157,c,x2861157c,a,wye,wye,0.01666667,1,1
t5251867c,2,l2861157,c,x2861157c,b,wye,wye,0.01666667,1,1
t228580047b,1,l3029183,b,x3029183b,a,wye,wye,0.01666667,1,1
t228580047b,2,l3029183,b,x3029183b,b,wye,wye,0.01666667,1,1
t5138684a,1,l3085396,a,x3085396a,a,wye,wye,0.01666667,1,1
t5138684a,2,l3085396,a,x3085396a,b,wye,wye,0.01666667,1,1
t5138570a,1,l2748146,a,x2748146a,a,wye,wye,0.01666667,1,1
t5138570a,2,l2748146,a,x2748146a,b,wye,wye,0.01666667,1,1
t21399361b,1,l2691954,b,x2691954b,a,wye,wye,0.01666667,1,1
t21399361b,2,l2691954,b,x2691954b,b,wye,wye,0.01666667,1,1
t226193134c,1,l2895449,c,x2895449c,a,wye,wye,0.01666667,1,1
t226193134c,2,l2895449,c,x2895449c,b,wye,wye,0.01666667,1,1
t5138258c,1,l2991911,c,x2991911c,a,wye,wye,0.01666667,1,1
t5138258c,2,l2991911,c,x2991911c,b,wye,wye,0.01666667,1,1
t5293609c,1,l2785515,c,x2785515c,a,wye,wye,0.01666667,1,1
t5293609c,2,l2785515,c,x2785515c,b,wye,wye,0.01666667,1,1
t5355938a,1,l2804262,a,x2804262a,a,wye,wye,0.01666667,1,1
t5355938a,2,l2804262,a,x2804262a,b,wye,wye,0.01666667,1,1
t5247160b,1,l0247160,b,x0247160b,a,wye,wye,0.01666667,1,1
t5247160b,2,l0247160,b,x0247160b,b,wye,wye,0.01666667,1,1
t5338975a,1,l2785537,a,x2785537a,a,wye,wye,0.01666667,1,1
t5338975a,2,l2785537,a,x2785537a,b,wye,wye,0.01666667,1,1
t5302860c,1,l3122819,c,x3122819c,a,wye,wye,0.01666667,1,1
t5302860c,2,l3122819,c,x3122819c,b,wye,wye,0.01666667,1,1
t5355598b,1,l2804245,b,x2804245b,a,wye,wye,0.01666667,1,1
