transformer_id,winding,role,bus_id,bus_spec,connection,voltage_ratio,rated_s_pu,tap_pu,enabled
t5337665b,2,secondary_1,x2973178b,x2973178b.1.0,wye,0.01666667,0.00054545,1,1
t5337665b,3,secondary_2,x2973178b,x2973178b.0.2,wye,0.01666667,0.00054545,1,1
t21426205b,1,primary,l2731712,l2731712.2,wye,1,0.00090909,1,1
t21426205b,2,secondary_1,x2731712b,x2731712b.1.0,wye,0.01666667,0.00090909,1,1
t21426205b,3,secondary_2,x2731712b,x2731712b.0.2,wye,0.01666667,0.00090909,1,1
t28120786a,1,primary,l2841628,l2841628.1,wye,1,0.00090909,1,1
t28120786a,2,secondary_1,x2841628a,x2841628a.1.0,wye,0.01666667,0.00090909,1,1
t28120786a,3,secondary_2,x2841628a,x2841628a.0.2,wye,0.01666667,0.00090909,1,1
t5321849b,1,primary,l2748152,l2748152.2,wye,1,0.00054545,1,1
t5321849b,2,secondary_1,x2748152b,x2748152b.1.0,wye,0.01666667,0.00054545,1,1
t5321849b,3,secondary_2,x2748152b,x2748152b.0.2,wye,0.01666667,0.00054545,1,1
t5339049a,1,primary,l2916602,l2916602.1,wye,1,0.00090909,1,1
t5339049a,2,secondary_1,x2916602a,x2916602a.1.0,wye,0.01666667,0.00090909,1,1
t5339049a,3,secondary_2,x2916602a,x2916602a.0.2,wye,0.01666667,0.00090909,1,1
t225533337a,1,primary,l2929261,l2929261.1,wye,1,0.00054545,1,1
t225533337a,2,secondary_1,x2929261a,x2929261a.1.0,wye,0.01666667,0.00054545,1,1
t225533337a,3,secondary_2,x2929261a,x2929261a.0.2,wye,0.01666667,0.00054545,1,1
t5138680a,1,primary,l2710521,l2710521.1,wye,1,0.00090909,1,1
t5138680a,2,secondary_1,x2710521a,x2710521a.1.0,wye,0.01666667,0.00090909,1,1
t5138680a,3,secondary_2,x2710521a,x2710521a.0.2,wye,0.01666667,0.00090909,1,1
t21249626b,1,primary,l3142079,l3142079.2,wye,1,0.00054545,1,1
t21249626b,2,secondary_1,x3142079b,x3142079b.1.0,wye,0.01666667,0.00054545,1,1
t21249626b,3,secondary_2,x3142079b,x3142079b.0.2,wye,0.01666667,0.00054545,1,1
t5337695b,1,primary,l2879072,l2879072.2,wye,1,0.00054545,1,1
t5337695b,2,secondary_1,x2879072b,x2879072b.1.0,wye,0.01666667,0.00054545,1,1
t5337695b,3,secondary_2,x2879072b,x2879072b.0.2,wye,0.01666667,0.00054545,1,1
t5323249b,1,primary,l2729427,l2729427.2,wye,1,0.00054545,1,1
t5323249b,2,secondary_1,x2729427b,x2729427b.1.0,wye,0.01666667,0.00054545,1,1
t5323249b,3,secondary_2,x2729427b,x2729427b.0.2,wye,0.01666667,0.00054545,1,1
t5321841b,1,primary,l2954347,l2954347.2,wye,1,0.00090909,1,1
t5321841b,2,secondary_1,x2954347b,x2954347b.1.0,wye,0.01666667,0.00090909,1,1
t5321841b,3,secondary_2,x2954347b,x2954347b.0.2,wye,0.01666667,0.00090909,1,1
t5260595a,1,primary,l2767340,l2767340.1,wye,1,0.00272727,1,1
t5260595a,2,secondary_1,x2767340a,x2767340a.1.0,wye,0.01666667,0.00272727,1,1
t5260595a,3,secondary_2,x2767340a,x2767340a.0.2,wye,0.01666667,0.00272727,1,1
t5260595b,1,primary,l2767340,l2767340.2,wye,1,0.00272727,1,1
t5260595b,2,secondary_1,x2767340b,x2767340b.1.0,wye,0.01666667,0.00272727,1,1
t5260595b,3,secondary_2,x2767340b,x2767340b.0.2,wye,0.01666667,0.00272727,1,1
t5260595c,1,primary,l2767340,l2767340.3,wye,1,0.00272727,1,1
t5260595c,2,secondary_1,x2767340c,x2767340c.1.0,wye,0.01666667,0.00272727,1,1
t5260595c,3,secondary_2,x2767340c,x2767340c.0.2,wye,0.01666667,0.00272727,1,1
t5293427c,1,primary,l3104157,l3104157.3,wye,1,0.00090909,1,1
t5293427c,2,secondary_1,x3104157c,x3104157c.1.0,wye,0.01666667,0.00090909,1,1
t5293427c,3,secondary_2,x3104157c,x3104157c.0.2,wye,0.01666667,0.00090909,1,1
t5321858b,1,primary,l3122815,l3122815.2,wye,1,0.00054545,1,1
t5321858b,2,secondary_1,x3122815b,x3122815b.1.0,wye,0.01666667,0.00054545,1,1
t5321858b,3,secondary_2,x3122815b,x3122815b.0.2,wye,0.01666667,0.00054545,1,1
t5274987c,1,primary,l2916605,l2916605.3,wye,1,0.00054545,1,1
t5274987c,2,secondary_1,x2916605c,x2916605c.1.0,wye,0.01666667,0.00054545,1,1
t5274987c,3,secondary_2,x2916605c,x2916605c.0.2,wye,0.01666667,0.00054545,1,1
t227944551a,1,primary,l3234149,l3234149.1,wye,1,0.00909091,1,1
t227944551a,2,secondary_1,x3234149a,x3234149a.1.0,wye,0.01666667,0.00909091,1,1
t227944551a,3,secondary_2,x3234149a,x3234149a.0.2,wye,0.01666667,0.00909091,1,1
t227944551b,1,primary,l3234149,l3234149.2,wye,1,0.00909091,1,1
t227944551b,2,secondary_1,x3234149b,x3234149b.1.0,wye,0.01666667,0.00909091,1,1
t227944551b,3,secondary_2,x3234149b,x3234149b.0.2,wye,0.01666667,0.00909091,1,1
t227944551c,1,primary,l3234149,l3234149.3,wye,1,0.00909091,1,1
t227944551c,2,secondary_1,x3234149c,x3234149c.1.0,wye,0.01666667,0.00909091,1,1
t227944551c,3,secondary_2,x3234149c,x3234149c.0.2,wye,0.01666667,0.00909091,1,1
t21386143c,1,primary,l3160862,l3160862.3,wye,1,0.00054545,1,1
t21386143c,2,secondary_1,x3160862c,x3160862c.1.0,wye,0.01666667,0.00054545,1,1
t21386143c,3,secondary_2,x3160862c,x3160862c.0.2,wye,0.01666667,0.00054545,1,1
t226308727b,1,primary,l3233413,l3233413.2,wye,1,0.00181818,1,1
t226308727b,2,secondary_1,x3233413b,x3233413b.1.0,wye,0.01666667,0.00181818,1,1
t226308727b,3,secondary_2,x3233413b,x3233413b.0.2,wye,0.01666667,0.00181818,1,1
t5274986c,1,primary,l2822865,l2822865.3,wye,1,0.00036364,1,1
t5274986c,2,secondary_1,x2822865c,x2822865c.1.0,wye,0.01666667,0.00036364,1,1
t5274986c,3,secondary_2,x2822865c,x2822865c.0.2,wye,0.01666667,0.00036364,1,1
t5391981a,1,primary,l2879081,l2879081.1,wye,1,0.00054545,1,1
t5391981a,2,secondary_1,x2879081a,x2879081a.1.0,wye,0.01666667,0.00054545,1,1
t5391981a,3,secondary_2,x2879081a,x2879081a.0.2,wye,0.01666667,0.00054545,1,1
t28147974b,1,primary,l2691946,l2691946.2,wye,1,0.00054545,1,1
t28147974b,2,secondary_1,x2691946b,x2691946b.1.0,wye,0.01666667,0.00054545,1,1
t28147974b,3,secondary_2,x2691946b,x2691946b.0.2,wye,0.01666667,0.00054545,1,1
t227411655c,1,primary,l2806553,l2806553.3,wye,1,0.00090909,1,1
t227411655c,2,secondary_1,x2806553c,x2806553c.1.0,wye,0.01666667,0.00090909,1,1
t227411655c,3,secondary_2,x2806553c,x2806553c.0.2,wye,0.01666667,0.00090909,1,1
t5302859c,1,primary,l3254215,l3254215.3,wye,1,0.00054545,1,1
t5302859c,2,secondary_1,x3254215c,x3254215c.1.0,wye,0.01666667,0.00054545,1,1
t5302859c,3,secondary_2,x3254215c,x3254215c.0.2,wye,0.01666667,0.00054545,1,1
t226192801c,1,primary,l2951995,l2951995.3,wye,1,0.00272727,1,1
t226192801c,2,secondary_1,x2951995c,x2951995c.1.0,wye,0.01666667,0.00272727,1,1
t226192801c,3,secondary_2,x2951995c,x2951995c.0.2,wye,0.01666667,0.00272727,1,1
t5138651c,1,primary,l3197628,l3197628.3,wye,1,0.00090909,1,1
t5138651c,2,secondary_1,x3197628c,x3197628c.1.0,wye,0.01666667,0.00090909,1,1
t5138651c,3,secondary_2,x3197628c,x3197628c.0.2,wye,0.01666667,0.00090909,1,1
t21470122b,1,primary,l2673343,l2673343.2,wye,1,0.00054545,1,1
t21470122b,2,secondary_1,x2673343b,x2673343b.1.0,wye,0.01666667,0.00054545,1,1
t21470122b,3,secondary_2,x2673343b,x2673343b.0.2,wye,0.01666667,0.00054545,1,1
t28127146b,1,primary,l3160864,l3160864.2,wye,1,0.00054545,1,1
t28127146b,2,secondary_1,x3160864b,x3160864b.1.0,wye,0.01666667,0.00054545,1,1
t28127146b,3,secondary_2,x3160864b,x3160864b.0.2,wye,0.01666667,0.00054545,1,1
t5260601c,1,primary,l2730149,l2730149.3,wye,1,0.00054545,1,1
t5260601c,2,secondary_1,x2730149c,x2730149c.1.0,wye,0.01666667,0.00054545,1,1
t5260601c,3,secondary_2,x2730149c,x2730149c.0.2,wye,0.01666667,0.00054545,1,1
t5323284b,1,primary,l3160113,l3160113.2,wye,1,0.00090909,1,1
t5323284b,2,secondary_1,x3160113b,x3160113b.1.0,wye,0.01666667,0.00090909,1,1
t5323284b,3,secondary_2,x3160113b,x3160113b.0.2,wye,0.01666667,0.00090909,1,1
t5294810a,1,primary,l3010585,l3010585.1,wye,1,0.00136364,1,1
t5294810a,2,secondary_1,x3010585a,x3010585a.1.0,wye,0.01666667,0.00136364,1,1
t5294810a,3,secondary_2,x3010585a,x3010585a.0.2,wye,0.01666667,0.00136364,1,1
t5355359b,1,primary,l2766730,l2766730.2,wye,1,0.00054545,1,1
t5355359b,2,secondary_1,x2766730b,x2766730b.1.0,wye,0.01666667,0.00054545,1,1
t5355359b,3,secondary_2,x2766730b,x2766730b.0.2,wye,0.01666667,0.00054545,1,1
t5260638c,1,primary,l3160871,l3160871.3,wye,1,0.00090909,1,1
t5260638c,2,secondary_1,x3160871c,x3160871c.1.0,wye,0.01666667,0.00090909,1,1
t5260638c,3,secondary_2,x3160871c,x3160871c.0.2,wye,0.01666667,0.00090909,1,1
t5338969a,1,primary,l3104129,l3104129.1,wye,1,0.00136364,1,1
t5338969a,2,secondary_1,x3104129a,x3104129a.1.0,wye,0.01666667,0.00136364,1,1
t5338969a,3,secondary_2,x3104129a,x3104129a.0.2,wye,0.01666667,0.00136364,1,1
t5302672c,1,primary,l3254205,l3254205.3,wye,1,0.00090909,1,1
t5302672c,2,secondary_1,x3254205c,x3254205c.1.0,wye,0.01666667,0.00090909,1,1
t5302672c,3,secondary_2,x3254205c,x3254205c.0.2,wye,0.01666667,0.00090909,1,1
t5339046a,1,primary,l2785511,l2785511.1,wye,1,0.00090909,1,1
t5339046a,2,secondary_1,x2785511a,x2785511a.1.0,wye,0.01666667,0.00090909,1,1
t5339046a,3,secondary_2,x2785511a,x2785511a.0.2,wye,0.01666667,0.00090909,1,1
t5355588b,1,primary,l2822857,l2822857.2,wye,1,0.00054545,1,1
t5355588b,2,secondary_1,x2822857b,x2822857b.1.0,wye,0.01666667,0.00054545,1,1
t5355588b,3,secondary_2,x2822857b,x2822857b.0.2,wye,0.01666667,0.00054545,1,1
t5262075c,1,primary,l3067448,l3067448.3,wye,1,0.00090909,1,1
t5262075c,2,secondary_1,x3067448c,x3067448c.1.0,wye,0.01666667,0.00090909,1,1
t5262075c,3,secondary_2,x3067448c,x3067448c.0.2,wye,0.01666667,0.00090909,1,1
t5260508a,1,primary,l2955081,l2955081.1,wye,1,0.00054545,1,1
t5260508a,2,secondary_1,x2955081a,x2955081a.1.0,wye,0.01666667,0.00054545,1,1
t5260508a,3,secondary_2,x2955081a,x2955081a.0.2,wye,0.01666667,0.00054545,1,1
t28099529c,1,primary,l3235268,l3235268.3,wye,1,0.00090909,1,1
t28099529c,2,secondary_1,x3235268c,x3235268c.1.0,wye,0.01666667,0.00090909,1,1
t28099529c,3,secondary_2,x3235268c,x3235268c.0.2,wye,0.01666667,0.00090909,1,1
t5356795c,1,primary,l2842330,l2842330.3,wye,1,0.00090909,1,1
t5356795c,2,secondary_1,x2842330c,x2842330c.1.0,wye,0.01666667,0.00090909,1,1
t5356795c,3,secondary_2,x2842330c,x2842330c.0.2,wye,0.01666667,0.00090909,1,1
t227917119a,1,primary,l2821770,l2821770.1,wye,1,0.00136364,1,1
t227917119a,2,secondary_1,x2821770a,x2821770a.1.0,wye,0.01666667,0.00136364,1,1
t227917119a,3,secondary_2,x2821770a,x2821770a.0.2,wye,0.01666667,0.00136364,1,1
t21400253b,1,primary,l2691959,l2691959.2,wye,1,0.00363636,1,1
t21400253b,2,secondary_1,x2691959b,x2691959b.1.0,wye,0.01666667,0.00363636,1,1
t21400253b,3,secondary_2,x2691959b,x2691959b.0.2,wye,0.01666667,0.00363636,1,1
t5356801a,1,primary,l3011229,l3011229.1,wye,1,0.00054545,1,1
t5356801a,2,secondary_1,x3011229a,x3011229a.1.0,wye,0.01666667,0.00054545,1,1
t5356801a,3,secondary_2,x3011229a,x3011229a.0.2,wye,0.01666667,0.00054545,1,1
t5223663c,1,primary,l2936216,l2936216.3,wye,1,0.00036364,1,1
t5223663c,2,secondary_1,x2936216c,x2936216c.1.0,wye,0.01666667,0.00036364,1,1
t5223663c,3,secondary_2,x2936216c,x2936216c.0.2,wye,0.01666667,0.00036364,1,1
t5138371c,1,primary,l2879073,l2879073.3,wye,1,0.00054545,1,1
t5138371c,2,secondary_1,x2879073c,x2879073c.1.0,wye,0.01666667,0.00054545,1,1
t5138371c,3,secondary_2,x2879073c,x2879073c.0.2,wye,0.01666667,0.00054545,1,1
t5323247b,1,primary,l2935553,l2935553.2,wye,1,0.00090909,1,1
t5323247b,2,secondary_1,x2935553b,x2935553b.1.0,wye,0.01666667,0.00090909,1,1
t5323247b,3,secondary_2,x2935553b,x2935553b.0.2,wye,0.01666667,0.00090909,1,1
t5138753b,1,primary,l2748130,l2748130.2,wye,1,0.00090909,1,1
t5138753b,2,secondary_1,x2748130b,x2748130b.1.0,wye,0.01666667,0.00090909,1,1
t5138753b,3,secondary_2,x2748130b,x2748130b.0.2,wye,0.01666667,0.00090909,1,1
t5339097b,1,primary,l3085410,l3085410.2,wye,1,0.00054545,1,1
t5339097b,2,secondary_1,x3085410b,x3085410b.1.0,wye,0.01666667,0.00054545,1,1
t5339097b,3,secondary_2,x3085410b,x3085410b.0.2,wye,0.01666667,0.00054545,1,1
t5323283b,1,primary,l2916618,l2916618.2,wye,1,0.00136364,1,1
t5323283b,2,secondary_1,x2916618b,x2916618b.1.0,wye,0.01666667,0.00136364,1,1
t5323283b,3,secondary_2,x2916618b,x2916618b.0.2,wye,0.01666667,0.00136364,1,1
t5321883c,1,primary,l3010564,l3010564.3,wye,1,0.00054545,1,1
t5321883c,2,secondary_1,x3010564c,x3010564c.1.0,wye,0.01666667,0.00054545,1,1
t5321883c,3,secondary_2,x3010564c,x3010564c.0.2,wye,0.01666667,0.00054545,1,1
t21391390b,1,primary,l3217064,l3217064.2,wye,1,0.00090909,1,1
t21391390b,2,secondary_1,x3217064b,x3217064b.1.0,wye,0.01666667,0.00090909,1,1
t21391390b,3,secondary_2,x3217064b,x3217064b.0.2,wye,0.01666667,0.00090909,1,1
t5350994c,1,primary,l3048968,l3048968.3,wye,1,0.00136364,1,1
t5350994c,2,secondary_1,x3048968c,x3048968c.1.0,wye,0.01666667,0.00136364,1,1
t5350994c,3,secondary_2,x3048968c,x3048968c.0.2,wye,0.01666667,0.00136364,1,1
t5391973c,1,primary,l2673319,l2673319.3,wye,1,0.00054545,1,1
t5391973c,2,secondary_1,x2673319c,x2673319c.1.0,wye,0.01666667,0.00054545,1,1
t5391973c,3,secondary_2,x2673319c,x2673319c.0.2,wye,0.01666667,0.00054545,1,1
t5338937c,1,primary,l2897777,l2897777.3,wye,1,0.00090909,1,1
t5338937c,2,secondary_1,x2897777c,x2897777c.1.0,wye,0.01666667,0.00090909,1,1
t5338937c,3,secondary_2,x2897777c,x2897777c.0.2,wye,0.01666667,0.00090909,1,1
t2224500658a,1,primary,l3784018,l3784018.1,wye,1,0.00036364,1,1
t2224500658a,2,secondary_1,x3784018a,x3784018a.1.0,wye,0.01666667,0.00036364,1,1
t2224500658a,3,secondary_2,x3784018a,x3784018a.0.2,wye,0.01666667,0.00036364,1,1
t5138313a,1,primary,l3141400,l3141400.1,wye,1,0.00036364,1,1
t5138313a,2,secondary_1,x3141400a,x3141400a.1.0,wye,0.01666667,0.00036364,1,1
t5138313a,3,secondary_2,x3141400a,x3141400a.0.2,wye,0.01666667,0.00036364,1,1
t21388572b,1,primary,l3235252,l3235252.2,wye,1,0.00090909,1,1
t21388572b,2,secondary_1,x3235252b,x3235252b.1.0,wye,0.01666667,0.00090909,1,1
t21388572b,3,secondary_2,x3235252b,x3235252b.0.2,wye,0.01666667,0.00090909,1,1
t226010605c,1,primary,l2764411,l2764411.3,wye,1,0.00054545,1,1
t226010605c,2,secondary_1,x2764411c,x2764411c.1.0,wye,0.01666667,0.00054545,1,1
t226010605c,3,secondary_2,x2764411c,x2764411c.0.2,wye,0.01666667,0.00054545,1,1
t5260554c,1,primary,l3030200,l3030200.3,wye,1,0.00054545,1,1
t5260554c,2,secondary_1,x3030200c,x3030200c.1.0,wye,0.01666667,0.00054545,1,1
t5260554c,3,secondary_2,x3030200c,x3030200c.0.2,wye,0.01666667,0.00054545,1,1
t227653310c,1,primary,l2746587,l2746587.3,wye,1,0.00090909,1,1
t227653310c,2,secondary_1,x2746587c,x2746587c.1.0,wye,0.01666667,0.00090909,1,1
t227653310c,3,secondary_2,x2746587c,x2746587c.0.2,wye,0.01666667,0.00090909,1,1
t5325473b,1,primary,l3010562,l3010562.2,wye,1,0.00054545,1,1
t5325473b,2,secondary_1,x3010562b,x3010562b.1.0,wye,0.01666667,0.00054545,1,1
t5325473b,3,secondary_2,x3010562b,x3010562b.0.2,wye,0.01666667,0.00054545,1,1
t227187012a,1,primary,l2896685,l2896685.1,wye,1,0.00054545,1,1
t227187012a,2,secondary_1,x2896685a,x2896685a.1.0,wye,0.01666667,0.00054545,1,1
t227187012a,3,secondary_2,x2896685a,x2896685a.0.2,wye,0.01666667,0.00054545,1,1
t227187012b,1,primary,l2896685,l2896685.2,wye,1,0.00054545,1,1
t227187012b,2,secondary_1,x2896685b,x2896685b.1.0,wye,0.01666667,0.00054545,1,1
t227187012b,3,secondary_2,x2896685b,x2896685b.0.2,wye,0.01666667,0.00054545,1,1
t227187012c,1,primary,l2896685,l2896685.3,wye,1,0.00054545,1,1
t227187012c,2,secondary_1,x2896685c,x2896685c.1.0,wye,0.01666667,0.00054545,1,1
t227187012c,3,secondary_2,x2896685c,x2896685c.0.2,wye,0.01666667,0.00054545,1,1
t28121368a,1,primary,l2748143,l2748143.1,wye,1,0.00090909,1,1
t28121368a,2,secondary_1,x2748143a,x2748143a.1.0,wye,0.01666667,0.00090909,1,1
t28121368a,3,secondary_2,x2748143a,x2748143a.0.2,wye,0.01666667,0.00090909,1,1
t21398815a,1,primary,l3216351,l3216351.1,wye,1,0.00090909,1,1
t21398815a,2,secondary_1,x3216351a,x3216351a.1.0,wye,0.01666667,0.00090909,1,1
t21398815a,3,secondary_2,x3216351a,x3216351a.0.2,wye,0.01666667,0.00090909,1,1
t5391993a,1,primary,l3156034,l3156034.1,wye,1,0.00036364,1,1
t5391993a,2,secondary_1,x3156034a,x3156034a.1.0,wye,0.01666667,0.00036364,1,1
t5391993a,3,secondary_2,x3156034a,x3156034a.0.2,wye,0.01666667,0.00036364,1,1
t5247057a,1,primary,l3104128,l3104128.1,wye,1,0.00054545,1,1
t5247057a,2,secondary_1,x3104128a,x3104128a.1.0,wye,0.01666667,0.00054545,1,1
t5247057a,3,secondary_2,x3104128a,x3104128a.0.2,wye,0.01666667,0.00054545,1,1
t5138472c,1,primary,l2673309,l2673309.3,wye,1,0.00090909,1,1
t5138472c,2,secondary_1,x2673309c,x2673309c.1.0,wye,0.01666667,0.00090909,1,1
t5138472c,3,secondary_2,x2673309c,x2673309c.0.2,wye,0.01666667,0.00090909,1,1
t21474587c,1,primary,l3104155,l3104155.3,wye,1,0.00090909,1,1
t21474587c,2,secondary_1,x3104155c,x3104155c.1.0,wye,0.01666667,0.00090909,1,1
t21474587c,3,secondary_2,x3104155c,x3104155c.0.2,wye,0.01666667,0.00090909,1,1
t21248901b,1,primary,l2729430,l2729430.2,wye,1,0.00090909,1,1
t21248901b,2,secondary_1,x2729430b,x2729430b.1.0,wye,0.01666667,0.00090909,1,1
t21248901b,3,secondary_2,x2729430b,x2729430b.0.2,wye,0.01666667,0.00090909,1,1
t5138644a,1,primary,l3197630,l3197630.1,wye,1,0.00090909,1,1
t5138644a,2,secondary_1,x3197630a,x3197630a.1.0,wye,0.01666667,0.00090909,1,1
t5138644a,3,secondary_2,x3197630a,x3197630a.0.2,wye,0.01666667,0.00090909,1,1
t5338908c,1,primary,l2860481,l2860481.3,wye,1,0.00036364,1,1
t5338908c,2,secondary_1,x2860481c,x2860481c.1.0,wye,0.01666667,0.00036364,1,1
t5338908c,3,secondary_2,x2860481c,x2860481c.0.2,wye,0.01666667,0.00036364,1,1
t5323253b,1,primary,l2973152,l2973152.2,wye,1,0.00090909,1,1
t5323253b,2,secondary_1,x2973152b,x2973152b.1.0,wye,0.01666667,0.00090909,1,1
t5323253b,3,secondary_2,x2973152b,x2973152b.0.2,wye,0.01666667,0.00090909,1,1
t21357901b,1,primary,l3160117,l3160117.2,wye,1,0.00090909,1,1
t21357901b,2,secondary_1,x3160117b,x3160117b.1.0,wye,0.01666667,0.00090909,1,1
t21357901b,3,secondary_2,x3160117b,x3160117b.0.2,wye,0.01666667,0.00090909,1,1
t5323235b,1,primary,l3197624,l3197624.2,wye,1,0.00018182,1,1
t5323235b,2,secondary_1,x3197624b,x3197624b.1.0,wye,0.01666667,0.00018182,1,1
t5323235b,3,secondary_2,x3197624b,x3197624b.0.2,wye,0.01666667,0.00018182,1,1
t226308710b,1,primary,l2708744,l2708744.2,wye,1,0.00272727,1,1
t226308710b,2,secondary_1,x2708744b,x2708744b.1.0,wye,0.01666667,0.00272727,1,1
t226308710b,3,secondary_2,x2708744b,x2708744b.0.2,wye,0.01666667,0.00272727,1,1
t5260620c,1,primary,l3067506,l3067506.3,wye,1,0.00036364,1,1
t5260620c,2,secondary_1,x3067506c,x3067506c.1.0,wye,0.01666667,0.00036364,1,1
t5260620c,3,secondary_2,x3067506c,x3067506c.0.2,wye,0.01666667,0.00036364,1,1
t5302834c,1,primary,l2841625,l2841625.3,wye,1,0.00036364,1,1
t5302834c,2,secondary_1,x2841625c,x2841625c.1.0,wye,0.01666667,0.00036364,1,1
t5302834c,3,secondary_2,x2841625c,x2841625c.0.2,wye,0.01666667,0.00036364,1,1
t5323245b,1,primary,l2785512,l2785512.2,wye,1,0.00090909,1,1
t5323245b,2,secondary_1,x2785512b,x2785512b.1.0,wye,0.01666667,0.00090909,1,1
t5323245b,3,secondary_2,x2785512b,x2785512b.0.2,wye,0.01666667,0.00090909,1,1
t5138236b,1,primary,l2673305,l2673305.2,wye,1,0.00036364,1,1
t5138236b,2,secondary_1,x2673305b,x2673305b.1.0,wye,0.01666667,0.00036364,1,1
t5138236b,3,secondary_2,x2673305b,x2673305b.0.2,wye,0.01666667,0.00036364,1,1
t5323234b,1,primary,l2860480,l2860480.2,wye,1,0.00090909,1,1
t5323234b,2,secondary_1,x2860480b,x2860480b.1.0,wye,0.01666667,0.00090909,1,1
t5323234b,3,secondary_2,x2860480b,x2860480b.0.2,wye,0.01666667,0.00090909,1,1
t226196642a,1,primary,l2914324,l2914324.1,wye,1,0.00018182,1,1
t226196642a,2,secondary_1,x2914324a,x2914324a.1.0,wye,0.01666667,0.00018182,1,1
t226196642a,3,secondary_2,x2914324a,x2914324a.0.2,wye,0.01666667,0.00018182,1,1
t21386754a,1,primary,l2766741,l2766741.1,wye,1,0.00090909,1,1
t21386754a,2,secondary_1,x2766741a,x2766741a.1.0,wye,0.01666667,0.00090909,1,1
t21386754a,3,secondary_2,x2766741a,x2766741a.0.2,wye,0.01666667,0.00090909,1,1
t5339001b,1,primary,l3178988,l3178988.2,wye,1,0.00036364,1,1
t5339001b,2,secondary_1,x3178988b,x3178988b.1.0,wye,0.01666667,0.00036364,1,1
t5339001b,3,secondary_2,x3178988b,x3178988b.0.2,wye,0.01666667,0.00036364,1,1
t5339017c,1,primary,l2729423,l2729423.3,wye,1,0.00054545,1,1
t5339017c,2,secondary_1,x2729423c,x2729423c.1.0,wye,0.01666667,0.00054545,1,1
t5339017c,3,secondary_2,x2729423c,x2729423c.0.2,wye,0.01666667,0.00054545,1,1
t28147708b,1,primary,l2991929,l2991929.2,wye,1,0.00090909,1,1
t28147708b,2,secondary_1,x2991929b,x2991929b.1.0,wye,0.01666667,0.00090909,1,1
t28147708b,3,secondary_2,x2991929b,x2991929b.0.2,wye,0.01666667,0.00090909,1,1
t5356802a,1,primary,l2767342,l2767342.1,wye,1,0.00090909,1,1
t5356802a,2,secondary_1,x2767342a,x2767342a.1.0,wye,0.01666667,0.00090909,1,1
t5356802a,3,secondary_2,x2767342a,x2767342a.0.2,wye,0.01666667,0.00090909,1,1
t5356815a,1,primary,l2936212,l2936212.1,wye,1,0.00090909,1,1
t5356815a,2,secondary_1,x2936212a,x2936212a.1.0,wye,0.01666667,0.00090909,1,1
t5356815a,3,secondary_2,x2936212a,x2936212a.0.2,wye,0.01666667,0.00090909,1,1
t21389761b,1,primary,l2861219,l2861219.2,wye,1,0.00090909,1,1
t21389761b,2,secondary_1,x2861219b,x2861219b.1.0,wye,0.01666667,0.00090909,1,1
t21389761b,3,secondary_2,x2861219b,x2861219b.0.2,wye,0.01666667,0.00090909,1,1
t226163467a,1,primary,l3120376,l3120376.1,wye,1,0.00090909,1,1
t226163467a,2,secondary_1,x3120376a,x3120376a.1.0,wye,0.01666667,0.00090909,1,1
t226163467a,3,secondary_2,x3120376a,x3120376a.0.2,wye,0.01666667,0.00090909,1,1
t5302400a,1,primary,l2991919,l2991919.1,wye,1,0.00054545,1,1
t5302400a,2,secondary_1,x2991919a,x2991919a.1.0,wye,0.01666667,0.00054545,1,1
t5302400a,3,secondary_2,x2991919a,x2991919a.0.2,wye,0.01666667,0.00054545,1,1
t21380599a,1,primary,l3066804,l3066804.1,wye,1,0.00136364,1,1
t21380599a,2,secondary_1,x3066804a,x3066804a.1.0,wye,0.01666667,0.00136364,1,1
t21380599a,3,secondary_2,x3066804a,x3066804a.0.2,wye,0.01666667,0.00136364,1,1
t5274999c,1,primary,l2935550,l2935550.3,wye,1,0.00090909,1,1
t5274999c,2,secondary_1,x2935550c,x2935550c.1.0,wye,0.01666667,0.00090909,1,1
t5274999c,3,secondary_2,x2935550c,x2935550c.0.2,wye,0.01666667,0.00090909,1,1
t5247105b,1,primary,l2691942,l2691942.2,wye,1,0.00054545,1,1
t5247105b,2,secondary_1,x2691942b,x2691942b.1.0,wye,0.01666667,0.00054545,1,1
t5247105b,3,secondary_2,x2691942b,x2691942b.0.2,wye,0.01666667,0.00054545,1,1
t5260634a,1,primary,l2842383,l2842383.1,wye,1,0.00054545,1,1
t5260634a,2,secondary_1,x2842383a,x2842383a.1.0,wye,0.01666667,0.00054545,1,1
t5260634a,3,secondary_2,x2842383a,x2842383a.0.2,wye,0.01666667,0.00054545,1,1
t5223660c,1,primary,l3160863,l3160863.3,wye,1,0.00054545,1,1
t5223660c,2,secondary_1,x3160863c,x3160863c.1.0,wye,0.01666667,0.00054545,1,1
t5223660c,3,secondary_2,x3160863c,x3160863c.0.2,wye,0.01666667,0.00054545,1,1
t5337668b,1,primary,l2935549,l2935549.2,wye,1,0.00136364,1,1
t5337668b,2,secondary_1,x2935549b,x2935549b.1.0,wye,0.01666667,0.00136364,1,1
t5337668b,3,secondary_2,x2935549b,x2935549b.0.2,wye,0.01666667,0.00136364,1,1
t226194865a,1,primary,l3027122,l3027122.1,wye,1,0.00090909,1,1
t226194865a,2,secondary_1,x3027122a,x3027122a.1.0,wye,0.01666667,0.00090909,1,1
