equipment_class,equipment_id,terminal,original_bus,reduced_bus
center_tapped_transformer,t5293522a,winding_1,l2785527,l2785527
center_tapped_transformer,t5293522a,winding_2,x2785527a,x2785527a
center_tapped_transformer,t5293522a,winding_3,x2785527a,x2785527a
center_tapped_transformer,t227917133c,winding_1,l3047073,l3047073
center_tapped_transformer,t227917133c,winding_2,x3047073c,x3047073c
center_tapped_transformer,t227917133c,winding_3,x3047073c,x3047073c
center_tapped_transformer,t2224238167a,winding_1,l3649306,l3649306
center_tapped_transformer,t2224238167a,winding_2,x3649306a,x3649306a
center_tapped_transformer,t2224238167a,winding_3,x3649306a,x3649306a
center_tapped_transformer,t5293592a,winding_1,l2973161,l2973161
center_tapped_transformer,t5293592a,winding_2,x2973161a,x2973161a
center_tapped_transformer,t5293592a,winding_3,x2973161a,x2973161a
center_tapped_transformer,t225918926b,winding_1,l2688692,l2688692
center_tapped_transformer,t225918926b,winding_2,x2688692b,x2688692b
center_tapped_transformer,t225918926b,winding_3,x2688692b,x2688692b
center_tapped_transformer,t5138717c,winding_1,l3254220,l3254220
center_tapped_transformer,t5138717c,winding_2,x3254220c,x3254220c
center_tapped_transformer,t5138717c,winding_3,x3254220c,x3254220c
center_tapped_transformer,t5356007a,winding_1,l3141389,l3141389
center_tapped_transformer,t5356007a,winding_2,x3141389a,x3141389a
center_tapped_transformer,t5356007a,winding_3,x3141389a,x3141389a
center_tapped_transformer,t5356008a,winding_1,l3197618,l3197618
center_tapped_transformer,t5356008a,winding_2,x3197618a,x3197618a
center_tapped_transformer,t5356008a,winding_3,x3197618a,x3197618a
center_tapped_transformer,t226193696a,winding_1,l3143999,l3143999
center_tapped_transformer,t226193696a,winding_2,x3143999a,x3143999a
center_tapped_transformer,t226193696a,winding_3,x3143999a,x3143999a
center_tapped_transformer,t5337689b,winding_1,l2691949,l2691949
center_tapped_transformer,t5337689b,winding_2,x2691949b,x2691949b
center_tapped_transformer,t5337689b,winding_3,x2691949b,x2691949b
center_tapped_transformer,t5337624c,winding_1,l3066807,l3066807
center_tapped_transformer,t5337624c,winding_2,x3066807c,x3066807c
center_tapped_transformer,t5337624c,winding_3,x3066807c,x3066807c
center_tapped_transformer,t5321880a,winding_1,l2876812,l2876812
center_tapped_transformer,t5321880a,winding_2,x2876812a,x2876812a
center_tapped_transformer,t5321880a,winding_3,x2876812a,x2876812a
center_tapped_transformer,t5392038b,winding_1,l2841634,l2841634
center_tapped_transformer,t5392038b,winding_2,x2841634b,x2841634b
center_tapped_transformer,t5392038b,winding_3,x2841634b,x2841634b
center_tapped_transformer,t5337712c,winding_1,l3235245,l3235245
center_tapped_transformer,t5337712c,winding_2,x3235245c,x3235245c
center_tapped_transformer,t5337712c,winding_3,x3235245c,x3235245c
center_tapped_transformer,t21399508a,winding_1,l3104135,l3104135
center_tapped_transformer,t21399508a,winding_2,x3104135a,x3104135a
center_tapped_transformer,t21399508a,winding_3,x3104135a,x3104135a
center_tapped_transformer,t5294809a,winding_1,l2952014,l2952014
center_tapped_transformer,t5294809a,winding_2,x2952014a,x2952014a
center_tapped_transformer,t5294809a,winding_3,x2952014a,x2952014a
center_tapped_transformer,t5274994c,winding_1,l3048205,l3048205
center_tapped_transformer,t5274994c,winding_2,x3048205c,x3048205c
center_tapped_transformer,t5274994c,winding_3,x3048205c,x3048205c
center_tapped_transformer,t5260461b,winding_1,l2861223,l2861223
center_tapped_transformer,t5260461b,winding_2,x2861223b,x2861223b
center_tapped_transformer,t5260461b,winding_3,x2861223b,x2861223b
center_tapped_transformer,t5223655c,winding_1,l2936268,l2936268
center_tapped_transformer,t5223655c,winding_2,x2936268c,x2936268c
center_tapped_transformer,t5223655c,winding_3,x2936268c,x2936268c
center_tapped_transformer,t5138465c,winding_1,l2879055,l2879055
center_tapped_transformer,t5138465c,winding_2,x2879055c,x2879055c
center_tapped_transformer,t5138465c,winding_3,x2879055c,x2879055c
center_tapped_transformer,t5323387b,winding_1,l2690941,l2690941
center_tapped_transformer,t5323387b,winding_2,x2690941b,x2690941b
center_tapped_transformer,t5323387b,winding_3,x2690941b,x2690941b
center_tapped_transformer,t5338918a,winding_1,l2897773,l2897773
center_tapped_transformer,t5338918a,winding_2,x2897773a,x2897773a
center_tapped_transformer,t5338918a,winding_3,x2897773a,x2897773a
center_tapped_transformer,t5260561c,winding_1,l3104850,l3104850
center_tapped_transformer,t5260561c,winding_2,x3104850c,x3104850c
center_tapped_transformer,t5260561c,winding_3,x3104850c,x3104850c
center_tapped_transformer,t226192846b,winding_1,l3139086,l3139086
center_tapped_transformer,t226192846b,winding_2,x3139086b,x3139086b
center_tapped_transformer,t226192846b,winding_3,x3139086b,x3139086b
center_tapped_transformer,t2224386750a,winding_1,l3727707,l3727707
center_tapped_transformer,t2224386750a,winding_2,x3727707a,x3727707a
center_tapped_transformer,t2224386750a,winding_3,x3727707a,x3727707a
center_tapped_transformer,t5260576c,winding_1,l3030126,l3030126
center_tapped_transformer,t5260576c,winding_2,x3030126c,x3030126c
center_tapped_transformer,t5260576c,winding_3,x3030126c,x3030126c
center_tapped_transformer,t5391756b,winding_1,l2879079,l2879079
center_tapped_transformer,t5391756b,winding_2,x2879079b,x2879079b
center_tapped_transformer,t5391756b,winding_3,x2879079b,x2879079b
center_tapped_transformer,t5391994a,winding_1,l3066821,l3066821
center_tapped_transformer,t5391994a,winding_2,x3066821a,x3066821a
center_tapped_transformer,t5391994a,winding_3,x3066821a,x3066821a
center_tapped_transformer,t5337715a,winding_1,l3254204,l3254204
center_tapped_transformer,t5337715a,winding_2,x3254204a,x3254204a
center_tapped_transformer,t5337715a,winding_3,x3254204a,x3254204a
center_tapped_transformer,t28150172a,winding_1,l2748135,l2748135
center_tapped_transformer,t28150172a,winding_2,x2748135a,x2748135a
center_tapped_transformer,t28150172a,winding_3,x2748135a,x2748135a
center_tapped_transformer,t5294844a,winding_1,l2841623,l2841623
center_tapped_transformer,t5294844a,winding_2,x2841623a,x2841623a
center_tapped_transformer,t5294844a,winding_3,x2841623a,x2841623a
center_tapped_transformer,t5337699b,winding_1,l2954349,l2954349
center_tapped_transformer,t5337699b,winding_2,x2954349b,x2954349b
center_tapped_transformer,t5337699b,winding_3,x2954349b,x2954349b
center_tapped_transformer,t226194002b,winding_1,l2801902,l2801902
center_tapped_transformer,t226194002b,winding_2,x2801902b,x2801902b
center_tapped_transformer,t226194002b,winding_3,x2801902b,x2801902b
center_tapped_transformer,t5321851b,winding_1,l2729434,l2729434
center_tapped_transformer,t5321851b,winding_2,x2729434b,x2729434b
center_tapped_transformer,t5321851b,winding_3,x2729434b,x2729434b
center_tapped_transformer,t5260555a,winding_1,l3048962,l3048962
center_tapped_transformer,t5260555a,winding_2,x3048962a,x3048962a
center_tapped_transformer,t5260555a,winding_3,x3048962a,x3048962a
center_tapped_transformer,t226101460a,winding_1,l2857591,l2857591
center_tapped_transformer,t226101460a,winding_2,x2857591a,x2857591a
center_tapped_transformer,t226101460a,winding_3,x2857591a,x2857591a
center_tapped_transformer,t28128517c,winding_1,l3048890,l3048890
center_tapped_transformer,t28128517c,winding_2,x3048890c,x3048890c
center_tapped_transformer,t28128517c,winding_3,x3048890c,x3048890c
center_tapped_transformer,t5260567c,winding_1,l2936211,l2936211
center_tapped_transformer,t5260567c,winding_2,x2936211c,x2936211c
center_tapped_transformer,t5260567c,winding_3,x2936211c,x2936211c
center_tapped_transformer,t5338981b,winding_1,l2820535,l2820535
center_tapped_transformer,t5338981b,winding_2,x2820535b,x2820535b
center_tapped_transformer,t5338981b,winding_3,x2820535b,x2820535b
center_tapped_transformer,t225533215c,winding_1,l3097861,l3097861
center_tapped_transformer,t225533215c,winding_2,x3097861c,x3097861c
center_tapped_transformer,t225533215c,winding_3,x3097861c,x3097861c
center_tapped_transformer,t5391743b,winding_1,l3141390,l3141390
center_tapped_transformer,t5391743b,winding_2,x3141390b,x3141390b
center_tapped_transformer,t5391743b,winding_3,x3141390b,x3141390b
center_tapped_transformer,t5391996a,winding_1,l3141412,l3141412
center_tapped_transformer,t5391996a,winding_2,x3141412a,x3141412a
center_tapped_transformer,t5391996a,winding_3,x3141412a,x3141412a
center_tapped_transformer,t28118822a,winding_1,l2991920,l2991920
center_tapped_transformer,t28118822a,winding_2,x2991920a,x2991920a
center_tapped_transformer,t28118822a,winding_3,x2991920a,x2991920a
center_tapped_transformer,t5260558c,winding_1,l3160861,l3160861
center_tapped_transformer,t5260558c,winding_2,x3160861c,x3160861c
center_tapped_transformer,t5260558c,winding_3,x3160861c,x3160861c
center_tapped_transformer,t5355842a,winding_1,l2876813,l2876813
center_tapped_transformer,t5355842a,winding_2,x2876813a,x2876813a
center_tapped_transformer,t5355842a,winding_3,x2876813a,x2876813a
center_tapped_transformer,t5338943c,winding_1,l2729410,l2729410
center_tapped_transformer,t5338943c,winding_2,x2729410c,x2729410c
center_tapped_transformer,t5338943c,winding_3,x2729410c,x2729410c
center_tapped_transformer,t5293492c,winding_1,l2841637,l2841637
center_tapped_transformer,t5293492c,winding_2,x2841637c,x2841637c
center_tapped_transformer,t5293492c,winding_3,x2841637c,x2841637c
center_tapped_transformer,t5355779c,winding_1,l3122817,l3122817
center_tapped_transformer,t5355779c,winding_2,x3122817c,x3122817c
center_tapped_transformer,t5355779c,winding_3,x3122817c,x3122817c
center_tapped_transformer,t5260457b,winding_1,l3086079,l3086079
center_tapped_transformer,t5260457b,winding_2,x3086079b,x3086079b
center_tapped_transformer,t5260457b,winding_3,x3086079b,x3086079b
center_tapped_transformer,t21393454b,winding_1,l3179699,l3179699
center_tapped_transformer,t21393454b,winding_2,x3179699b,x3179699b
center_tapped_transformer,t21393454b,winding_3,x3179699b,x3179699b
center_tapped_transformer,t5321848b,winding_1,l3085390,l3085390
center_tapped_transformer,t5321848b,winding_2,x3085390b,x3085390b
center_tapped_transformer,t5321848b,winding_3,x3085390b,x3085390b
center_tapped_transformer,t5338960c,winding_1,l2897767,l2897767
center_tapped_transformer,t5338960c,winding_2,x2897767c,x2897767c
center_tapped_transformer,t5338960c,winding_3,x2897767c,x2897767c
center_tapped_transformer,t5356065b,winding_1,l3104124,l3104124
center_tapped_transformer,t5356065b,winding_2,x3104124b,x3104124b
center_tapped_transformer,t5356065b,winding_3,x3104124b,x3104124b
center_tapped_transformer,t5138646a,winding_1,l2804251,l2804251
center_tapped_transformer,t5138646a,winding_2,x2804251a,x2804251a
center_tapped_transformer,t5138646a,winding_3,x2804251a,x2804251a
center_tapped_transformer,t5337654c,winding_1,l3066808,l3066808
center_tapped_transformer,t5337654c,winding_2,x3066808c,x3066808c
center_tapped_transformer,t5337654c,winding_3,x3066808c,x3066808c
center_tapped_transformer,t5337691b,winding_1,l2897774,l2897774
center_tapped_transformer,t5337691b,winding_2,x2897774b,x2897774b
center_tapped_transformer,t5337691b,winding_3,x2897774b,x2897774b
center_tapped_transformer,t5391738b,winding_1,l3104115,l3104115
center_tapped_transformer,t5391738b,winding_2,x3104115b,x3104115b
center_tapped_transformer,t5391738b,winding_3,x3104115b,x3104115b
center_tapped_transformer,t5247171b,winding_1,l0247171,l0247171
center_tapped_transformer,t5247171b,winding_2,x0247171b,x0247171b
center_tapped_transformer,t5247171b,winding_3,x0247171b,x0247171b
center_tapped_transformer,t226192175c,winding_1,l3214055,l3214055
center_tapped_transformer,t226192175c,winding_2,x3214055c,x3214055c
center_tapped_transformer,t226192175c,winding_3,x3214055c,x3214055c
center_tapped_transformer,t5328367c,winding_1,l3104830,l3104830
center_tapped_transformer,t5328367c,winding_2,x3104830c,x3104830c
center_tapped_transformer,t5328367c,winding_3,x3104830c,x3104830c
center_tapped_transformer,t5247084b,winding_1,l3254211,l3254211
center_tapped_transformer,t5247084b,winding_2,x3254211b,x3254211b
center_tapped_transformer,t5247084b,winding_3,x3254211b,x3254211b
center_tapped_transformer,t5247100b,winding_1,l2729407,l2729407
center_tapped_transformer,t5247100b,winding_2,x2729407b,x2729407b
center_tapped_transformer,t5247100b,winding_3,x2729407b,x2729407b
center_tapped_transformer,t226101449a,winding_1,l3027133,l3027133
center_tapped_transformer,t226101449a,winding_2,x3027133a,x3027133a
center_tapped_transformer,t226101449a,winding_3,x3027133a,x3027133a
center_tapped_transformer,t5321838a,winding_1,l2691944,l2691944
center_tapped_transformer,t5321838a,winding_2,x2691944a,x2691944a
center_tapped_transformer,t5321838a,winding_3,x2691944a,x2691944a
center_tapped_transformer,t226194262c,winding_1,l2745806,l2745806
center_tapped_transformer,t226194262c,winding_2,x2745806c,x2745806c
center_tapped_transformer,t226194262c,winding_3,x2745806c,x2745806c
center_tapped_transformer,t22112168887c,winding_1,l2878848,l2878848
center_tapped_transformer,t22112168887c,winding_2,x2878848c,x2878848c
center_tapped_transformer,t22112168887c,winding_3,x2878848c,x2878848c
center_tapped_transformer,t5355773a,winding_1,l2991909,l2991909
center_tapped_transformer,t5355773a,winding_2,x2991909a,x2991909a
center_tapped_transformer,t5355773a,winding_3,x2991909a,x2991909a
center_tapped_transformer,t226192926a,winding_1,l2726973,l2726973
center_tapped_transformer,t226192926a,winding_2,x2726973a,x2726973a
center_tapped_transformer,t226192926a,winding_3,x2726973a,x2726973a
center_tapped_transformer,t5337718a,winding_1,l2691947,l2691947
center_tapped_transformer,t5337718a,winding_2,x2691947a,x2691947a
center_tapped_transformer,t5337718a,winding_3,x2691947a,x2691947a
center_tapped_transformer,t5251859c,winding_1,l2952007,l2952007
center_tapped_transformer,t5251859c,winding_2,x2952007c,x2952007c
center_tapped_transformer,t5251859c,winding_3,x2952007c,x2952007c
center_tapped_transformer,t5260622c,winding_1,l3198347,l3198347
center_tapped_transformer,t5260622c,winding_2,x3198347c,x3198347c
center_tapped_transformer,t5260622c,winding_3,x3198347c,x3198347c
center_tapped_transformer,t21467859b,winding_1,l2916625,l2916625
center_tapped_transformer,t21467859b,winding_2,x2916625b,x2916625b
center_tapped_transformer,t21467859b,winding_3,x2916625b,x2916625b
center_tapped_transformer,t226193298a,winding_1,l2820533,l2820533
center_tapped_transformer,t226193298a,winding_2,x2820533a,x2820533a
center_tapped_transformer,t226193298a,winding_3,x2820533a,x2820533a
center_tapped_transformer,t21399809a,winding_1,l2785531,l2785531
center_tapped_transformer,t21399809a,winding_2,x2785531a,x2785531a
center_tapped_transformer,t21399809a,winding_3,x2785531a,x2785531a
center_tapped_transformer,t5294812a,winding_1,l3120502,l3120502
center_tapped_transformer,t5294812a,winding_2,x3120502a,x3120502a
center_tapped_transformer,t5294812a,winding_3,x3120502a,x3120502a
center_tapped_transformer,t226308723b,winding_1,l3252336,l3252336
center_tapped_transformer,t226308723b,winding_2,x3252336b,x3252336b
center_tapped_transformer,t226308723b,winding_3,x3252336b,x3252336b
center_tapped_transformer,t5338945a,winding_1,l2954353,l2954353
center_tapped_transformer,t5338945a,winding_2,x2954353a,x2954353a
center_tapped_transformer,t5338945a,winding_3,x2954353a,x2954353a
center_tapped_transformer,t5321837a,winding_1,l2673312,l2673312
center_tapped_transformer,t5321837a,winding_2,x2673312a,x2673312a
center_tapped_transformer,t5321837a,winding_3,x2673312a,x2673312a
center_tapped_transformer,t5441311a,winding_1,l2766720,l2766720
center_tapped_transformer,t5441311a,winding_2,x2766720a,x2766720a
center_tapped_transformer,t5441311a,winding_3,x2766720a,x2766720a
center_tapped_transformer,t5338934b,winding_1,l2879070,l2879070
center_tapped_transformer,t5338934b,winding_2,x2879070b,x2879070b
center_tapped_transformer,t5338934b,winding_3,x2879070b,x2879070b
center_tapped_transformer,t5157716b,winding_1,l3179674,l3179674
center_tapped_transformer,t5157716b,winding_2,x3179674b,x3179674b
center_tapped_transformer,t5157716b,winding_3,x3179674b,x3179674b
center_tapped_transformer,t5338930b,winding_1,l3029506,l3029506
center_tapped_transformer,t5338930b,winding_2,x3029506b,x3029506b
center_tapped_transformer,t5338930b,winding_3,x3029506b,x3029506b
center_tapped_transformer,t5337717a,winding_1,l3216348,l3216348
center_tapped_transformer,t5337717a,winding_2,x3216348a,x3216348a
center_tapped_transformer,t5337717a,winding_3,x3216348a,x3216348a
center_tapped_transformer,t21400215b,winding_1,l3048231,l3048231
center_tapped_transformer,t21400215b,winding_2,x3048231b,x3048231b
center_tapped_transformer,t21400215b,winding_3,x3048231b,x3048231b
center_tapped_transformer,t227921416a,winding_1,l3065696,l3065696
center_tapped_transformer,t227921416a,winding_2,x3065696a,x3065696a
center_tapped_transformer,t227921416a,winding_3,x3065696a,x3065696a
center_tapped_transformer,t5323399b,winding_1,l3178974,l3178974
center_tapped_transformer,t5323399b,winding_2,x3178974b,x3178974b
center_tapped_transformer,t5323399b,winding_3,x3178974b,x3178974b
center_tapped_transformer,t5321882c,winding_1,l2916607,l2916607
center_tapped_transformer,t5321882c,winding_2,x2916607c,x2916607c
center_tapped_transformer,t5321882c,winding_3,x2916607c,x2916607c
center_tapped_transformer,t5339021a,winding_1,l3197652,l3197652
center_tapped_transformer,t5339021a,winding_2,x3197652a,x3197652a
center_tapped_transformer,t5339021a,winding_3,x3197652a,x3197652a
center_tapped_transformer,t5355589b,winding_1,l2691939,l2691939
center_tapped_transformer,t5355589b,winding_2,x2691939b,x2691939b
center_tapped_transformer,t5355589b,winding_3,x2691939b,x2691939b
center_tapped_transformer,t225668688a,winding_1,l2858175,l2858175
center_tapped_transformer,t225668688a,winding_2,x2858175a,x2858175a
center_tapped_transformer,t225668688a,winding_3,x2858175a,x2858175a
center_tapped_transformer,t5302803c,winding_1,l3085400,l3085400
center_tapped_transformer,t5302803c,winding_2,x3085400c,x3085400c
center_tapped_transformer,t5302803c,winding_3,x3085400c,x3085400c
center_tapped_transformer,t5355596b,winding_1,l3178969,l3178969
center_tapped_transformer,t5355596b,winding_2,x3178969b,x3178969b
center_tapped_transformer,t5355596b,winding_3,x3178969b,x3178969b
center_tapped_transformer,t21400108b,winding_1,l2748139,l2748139
center_tapped_transformer,t21400108b,winding_2,x2748139b,x2748139b
center_tapped_transformer,t21400108b,winding_3,x2748139b,x2748139b
center_tapped_transformer,t21380500c,winding_1,l3235242,l3235242
center_tapped_transformer,t21380500c,winding_2,x3235242c,x3235242c
center_tapped_transformer,t21380500c,winding_3,x3235242c,x3235242c
center_tapped_transformer,t28150189a,winding_1,l2729412,l2729412
center_tapped_transformer,t28150189a,winding_2,x2729412a,x2729412a
center_tapped_transformer,t28150189a,winding_3,x2729412a,x2729412a
center_tapped_transformer,t226193737c,winding_1,l3082981,l3082981
center_tapped_transformer,t226193737c,winding_2,x3082981c,x3082981c
center_tapped_transformer,t226193737c,winding_3,x3082981c,x3082981c
center_tapped_transformer,t5391989a,winding_1,l2766747,l2766747
center_tapped_transformer,t5391989a,winding_2,x2766747a,x2766747a
center_tapped_transformer,t5391989a,winding_3,x2766747a,x2766747a
center_tapped_transformer,t5328365b,winding_1,l3179646,l3179646
center_tapped_transformer,t5328365b,winding_2,x3179646b,x3179646b
center_tapped_transformer,t5328365b,winding_3,x3179646b,x3179646b
center_tapped_transformer,t21387206c,winding_1,l3235251,l3235251
center_tapped_transformer,t21387206c,winding_2,x3235251c,x3235251c
center_tapped_transformer,t21387206c,winding_3,x3235251c,x3235251c
center_tapped_transformer,t5337661b,winding_1,l2766749,l2766749
center_tapped_transformer,t5337661b,winding_2,x2766749b,x2766749b
center_tapped_transformer,t5337661b,winding_3,x2766749b,x2766749b
center_tapped_transformer,t5338965a,winding_1,l3010568,l3010568
center_tapped_transformer,t5338965a,winding_2,x3010568a,x3010568a
center_tapped_transformer,t5338965a,winding_3,x3010568a,x3010568a
center_tapped_transformer,t5391748b,winding_1,l2991902,l2991902
center_tapped_transformer,t5391748b,winding_2,x2991902b,x2991902b
center_tapped_transformer,t5391748b,winding_3,x2991902b,x2991902b
center_tapped_transformer,t5356013a,winding_1,l2954348,l2954348
center_tapped_transformer,t5356013a,winding_2,x2954348a,x2954348a
center_tapped_transformer,t5356013a,winding_3,x2954348a,x2954348a
center_tapped_transformer,t5323255b,winding_1,l2860484,l2860484
center_tapped_transformer,t5323255b,winding_2,x2860484b,x2860484b
center_tapped_transformer,t5323255b,winding_3,x2860484b,x2860484b
center_tapped_transformer,t21399229a,winding_1,l2879078,l2879078
center_tapped_transformer,t21399229a,winding_2,x2879078a,x2879078a
center_tapped_transformer,t21399229a,winding_3,x2879078a,x2879078a
center_tapped_transformer,t2224237643a,winding_1,l3649301,l3649301
center_tapped_transformer,t2224237643a,winding_2,x3649301a,x3649301a
center_tapped_transformer,t2224237643a,winding_3,x3649301a,x3649301a
center_tapped_transformer,t5302473a,winding_1,l2804252,l2804252
center_tapped_transformer,t5302473a,winding_2,x2804252a,x2804252a
center_tapped_transformer,t5302473a,winding_3,x2804252a,x2804252a
center_tapped_transformer,t226193886b,winding_1,l2783231,l2783231
center_tapped_transformer,t226193886b,winding_2,x2783231b,x2783231b
center_tapped_transformer,t226193886b,winding_3,x2783231b,x2783231b
center_tapped_transformer,t5323394b,winding_1,l2710504,l2710504
center_tapped_transformer,t5323394b,winding_2,x2710504b,x2710504b
center_tapped_transformer,t5323394b,winding_3,x2710504b,x2710504b
center_tapped_transformer,t21383553b,winding_1,l2935547,l2935547
center_tapped_transformer,t21383553b,winding_2,x2935547b,x2935547b
center_tapped_transformer,t21383553b,winding_3,x2935547b,x2935547b
center_tapped_transformer,t5391742b,winding_1,l3048201,l3048201
center_tapped_transformer,t5391742b,winding_2,x3048201b,x3048201b
center_tapped_transformer,t5391742b,winding_3,x3048201b,x3048201b
center_tapped_transformer,t5274992c,winding_1,l2804250,l2804250
center_tapped_transformer,t5274992c,winding_2,x2804250c,x2804250c
center_tapped_transformer,t5274992c,winding_3,x2804250c,x2804250c
center_tapped_transformer,t225700953a,winding_1,l3081380,l3081380
center_tapped_transformer,t225700953a,winding_2,x3081380a,x3081380a
center_tapped_transformer,t225700953a,winding_3,x3081380a,x3081380a
center_tapped_transformer,t226964880a,winding_1,l3172805,l3172805
center_tapped_transformer,t226964880a,winding_2,x3172805a,x3172805a
center_tapped_transformer,t226964880a,winding_3,x3172805a,x3172805a
center_tapped_transformer,t21386552b,winding_1,l2822867,l2822867
center_tapped_transformer,t21386552b,winding_2,x2822867b,x2822867b
center_tapped_transformer,t21386552b,winding_3,x2822867b,x2822867b
center_tapped_transformer,t5302734a,winding_1,l2991922,l2991922
center_tapped_transformer,t5302734a,winding_2,x2991922a,x2991922a
center_tapped_transformer,t5302734a,winding_3,x2991922a,x2991922a
center_tapped_transformer,t5338955b,winding_1,l3010560,l3010560
center_tapped_transformer,t5338955b,winding_2,x3010560b,x3010560b
center_tapped_transformer,t5338955b,winding_3,x3010560b,x3010560b
center_tapped_transformer,t5339002b,winding_1,l2785536,l2785536
center_tapped_transformer,t5339002b,winding_2,x2785536b,x2785536b
center_tapped_transformer,t5339002b,winding_3,x2785536b,x2785536b
center_tapped_transformer,t5260551c,winding_1,l3160872,l3160872
center_tapped_transformer,t5260551c,winding_2,x3160872c,x3160872c
center_tapped_transformer,t5260551c,winding_3,x3160872c,x3160872c
center_tapped_transformer,t5337665b,winding_1,l2973178,l2973178
center_tapped_transformer,t5337665b,winding_2,x2973178b,x2973178b
center_tapped_transformer,t5337665b,winding_3,x2973178b,x2973178b
center_tapped_transformer,t21426205b,winding_1,l2731712,l2731712
center_tapped_transformer,t21426205b,winding_2,x2731712b,x2731712b
center_tapped_transformer,t21426205b,winding_3,x2731712b,x2731712b
center_tapped_transformer,t28120786a,winding_1,l2841628,l2841628
center_tapped_transformer,t28120786a,winding_2,x2841628a,x2841628a
center_tapped_transformer,t28120786a,winding_3,x2841628a,x2841628a
center_tapped_transformer,t5321849b,winding_1,l2748152,l2748152
center_tapped_transformer,t5321849b,winding_2,x2748152b,x2748152b
center_tapped_transformer,t5321849b,winding_3,x2748152b,x2748152b
center_tapped_transformer,t5339049a,winding_1,l2916602,l2916602
center_tapped_transformer,t5339049a,winding_2,x2916602a,x2916602a
center_tapped_transformer,t5339049a,winding_3,x2916602a,x2916602a
center_tapped_transformer,t225533337a,winding_1,l2929261,l2929261
center_tapped_transformer,t225533337a,winding_2,x2929261a,x2929261a
center_tapped_transformer,t225533337a,winding_3,x2929261a,x2929261a
center_tapped_transformer,t5138680a,winding_1,l2710521,l2710521
center_tapped_transformer,t5138680a,winding_2,x2710521a,x2710521a
center_tapped_transformer,t5138680a,winding_3,x2710521a,x2710521a
center_tapped_transformer,t21249626b,winding_1,l3142079,l3142079
center_tapped_transformer,t21249626b,winding_2,x3142079b,x3142079b
center_tapped_transformer,t21249626b,winding_3,x3142079b,x3142079b
center_tapped_transformer,t5337695b,winding_1,l2879072,l2879072
center_tapped_transformer,t5337695b,winding_2,x2879072b,x2879072b
center_tapped_transformer,t5337695b,winding_3,x2879072b,x2879072b
center_tapped_transformer,t5323249b,winding_1,l2729427,l2729427
center_tapped_transformer,t5323249b,winding_2,x2729427b,x2729427b
center_tapped_transformer,t5323249b,winding_3,x2729427b,x2729427b
center_tapped_transformer,t5321841b,winding_1,l2954347,l2954347
center_tapped_transformer,t5321841b,winding_2,x2954347b,x2954347b
center_tapped_transformer,t5321841b,winding_3,x2954347b,x2954347b
center_tapped_transformer,t5260595a,winding_1,l2767340,l2767340
center_tapped_transformer,t5260595a,winding_2,x2767340a,x2767340a
center_tapped_transformer,t5260595a,winding_3,x2767340a,x2767340a
center_tapped_transformer,t5260595b,winding_1,l2767340,l2767340
center_tapped_transformer,t5260595b,winding_2,x2767340b,x2767340b
center_tapped_transformer,t5260595b,winding_3,x2767340b,x2767340b
center_tapped_transformer,t5260595c,winding_1,l2767340,l2767340
center_tapped_transformer,t5260595c,winding_2,x2767340c,x2767340c
center_tapped_transformer,t5260595c,winding_3,x2767340c,x2767340c
center_tapped_transformer,t5293427c,winding_1,l3104157,l3104157
center_tapped_transformer,t5293427c,winding_2,x3104157c,x3104157c
center_tapped_transformer,t5293427c,winding_3,x3104157c,x3104157c
center_tapped_transformer,t5321858b,winding_1,l3122815,l3122815
center_tapped_transformer,t5321858b,winding_2,x3122815b,x3122815b
center_tapped_transformer,t5321858b,winding_3,x3122815b,x3122815b
center_tapped_transformer,t5274987c,winding_1,l2916605,l2916605
center_tapped_transformer,t5274987c,winding_2,x2916605c,x2916605c
center_tapped_transformer,t5274987c,winding_3,x2916605c,x2916605c
center_tapped_transformer,t227944551a,winding_1,l3234149,l3234149
center_tapped_transformer,t227944551a,winding_2,x3234149a,x3234149a
center_tapped_transformer,t227944551a,winding_3,x3234149a,x3234149a
center_tapped_transformer,t227944551b,winding_1,l3234149,l3234149
center_tapped_transformer,t227944551b,winding_2,x3234149b,x3234149b
center_tapped_transformer,t227944551b,winding_3,x3234149b,x3234149b
center_tapped_transformer,t227944551c,winding_1,l3234149,l3234149
center_tapped_transformer,t227944551c,winding_2,x3234149c,x3234149c
center_tapped_transformer,t227944551c,winding_3,x3234149c,x3234149c
center_tapped_transformer,t21386143c,winding_1,l3160862,l3160862
center_tapped_transformer,t21386143c,winding_2,x3160862c,x3160862c
center_tapped_transformer,t21386143c,winding_3,x3160862c,x3160862c
center_tapped_transformer,t226308727b,winding_1,l3233413,l3233413
center_tapped_transformer,t226308727b,winding_2,x3233413b,x3233413b
center_tapped_transformer,t226308727b,winding_3,x3233413b,x3233413b
center_tapped_transformer,t5274986c,winding_1,l2822865,l2822865
center_tapped_transformer,t5274986c,winding_2,x2822865c,x2822865c
center_tapped_transformer,t5274986c,winding_3,x2822865c,x2822865c
center_tapped_transformer,t5391981a,winding_1,l2879081,l2879081
center_tapped_transformer,t5391981a,winding_2,x2879081a,x2879081a
center_tapped_transformer,t5391981a,winding_3,x2879081a,x2879081a
center_tapped_transformer,t28147974b,winding_1,l2691946,l2691946
center_tapped_transformer,t28147974b,winding_2,x2691946b,x2691946b
